clique,erdos-renyi,lattice (d=100),lattice (d=50),"watts-strogatz (d=50, p=3%)","watts-strogatz (d=50, p=5%)"
385.53333333333336,331.73333333333335,382.4,370.7,371.8,373.0
386.1,332.4,383.3333333333333,371.43333333333334,372.7,373.9
386.8666666666667,333.23333333333335,384.1666666666667,372.3666666666667,373.46666666666664,374.8333333333333
387.8333333333333,333.9,385.1,373.1333333333333,374.2,375.6666666666667
388.9,334.6,386.03333333333336,373.73333333333335,375.2,376.6333333333333
389.8,335.1,387.0,374.76666666666665,375.56666666666666,377.46666666666664
390.6333333333333,335.6666666666667,387.9,375.8333333333333,376.56666666666666,378.2
391.6333333333333,336.23333333333335,388.76666666666665,376.53333333333336,377.46666666666664,378.8333333333333
392.76666666666665,336.6666666666667,389.46666666666664,377.03333333333336,378.3666666666667,379.6666666666667
393.76666666666665,336.96666666666664,390.5,377.73333333333335,379.4,380.53333333333336
394.76666666666665,337.73333333333335,391.5,378.6666666666667,379.93333333333334,381.43333333333334
395.8666666666667,338.3,392.46666666666664,379.4,380.8666666666667,382.23333333333335
396.8333333333333,338.1,393.3,379.8,381.7,383.1
397.76666666666665,338.9,394.3333333333333,380.4,382.7,384.1333333333333
398.6666666666667,339.3,395.1333333333333,381.46666666666664,383.46666666666664,385.1
399.6666666666667,339.9,396.1333333333333,382.4,384.23333333333335,386.06666666666666
400.6,340.56666666666666,396.8666666666667,383.06666666666666,385.26666666666665,386.93333333333334
401.46666666666664,341.5,397.9,384.1333333333333,386.1,387.6333333333333
402.3,342.23333333333335,398.76666666666665,384.53333333333336,386.93333333333334,388.43333333333334
403.3333333333333,342.6666666666667,399.73333333333335,385.06666666666666,388.03333333333336,389.3333333333333
404.43333333333334,343.46666666666664,400.53333333333336,386.0,388.8,390.26666666666665
405.0,343.76666666666665,401.43333333333334,386.96666666666664,389.9,391.26666666666665
406.03333333333336,344.3666666666667,402.3,387.8,390.8333333333333,391.8333333333333
406.8666666666667,344.8666666666667,402.9,388.43333333333334,391.76666666666665,392.8666666666667
407.8666666666667,345.73333333333335,403.8666666666667,389.3333333333333,392.8333333333333,393.8
408.8,346.46666666666664,404.93333333333334,390.2,393.7,394.2
409.8,346.76666666666665,405.93333333333334,391.1333333333333,394.5,395.06666666666666
410.7,347.6666666666667,406.8,391.5,395.23333333333335,395.6
411.6333333333333,348.23333333333335,407.9,392.6,396.1,396.53333333333336
412.6666666666667,348.93333333333334,408.96666666666664,393.26666666666665,396.6666666666667,397.46666666666664
413.6333333333333,349.3666666666667,409.8666666666667,393.73333333333335,397.3666666666667,398.3
414.6333333333333,349.96666666666664,410.6333333333333,393.8666666666667,398.1333333333333,398.96666666666664
415.6666666666667,350.53333333333336,411.56666666666666,394.9,398.8,399.7
416.56666666666666,351.2,412.5,395.1,399.6333333333333,400.56666666666666
417.56666666666666,351.9,413.4,395.6666666666667,400.6333333333333,401.3
418.56666666666666,352.23333333333335,413.93333333333334,396.6,401.23333333333335,402.23333333333335
419.6,352.8666666666667,414.93333333333334,397.56666666666666,402.1333333333333,402.6
420.26666666666665,353.06666666666666,415.73333333333335,398.53333333333336,402.73333333333335,403.4
